handle,account_id,status_id,created_at,favs,boosts,replies,is_reply,is_boost,has_media,lang,tags_json,hour,daypart
Boqueroni@mastodon.social,1185988,115061786115960384,2025-08-20 15:25:23.499000+00:00,1,0,0,True,False,False,es,[],15,Afternoon
Boqueroni@mastodon.social,1185988,115061782621617138,2025-08-20 15:24:30.182000+00:00,1,0,1,True,False,False,es,[],15,Afternoon
Boqueroni@mastodon.social,1185988,115061692189170425,2025-08-20 15:01:30.292000+00:00,0,0,0,True,False,False,es,[],15,Afternoon
Boqueroni@mastodon.social,1185988,115061689331880165,2025-08-20 15:00:46.705000+00:00,15,4,1,False,False,True,es,[],15,Afternoon
Boqueroni@mastodon.social,1185988,115061629522778383,2025-08-20 14:45:34.078000+00:00,1,0,0,True,False,False,es,[],14,Afternoon
Boqueroni@mastodon.social,1185988,115061379121718313,2025-08-20 13:41:53.264000+00:00,0,0,1,True,False,False,es,[],13,Afternoon
Boqueroni@mastodon.social,1185988,115061373395122908,2025-08-20 13:40:25.885000+00:00,9,2,0,False,False,True,es,[],13,Afternoon
Boqueroni@mastodon.social,1185988,115061285846858211,2025-08-20 13:18:10+00:00,28,8,4,False,False,True,es,[],13,Afternoon
Boqueroni@mastodon.social,1185988,115061276911191760,2025-08-20 13:15:53.652000+00:00,1,0,0,True,False,False,es,[],13,Afternoon
Boqueroni@mastodon.social,1185988,115061273894519093,2025-08-20 13:15:07.622000+00:00,1,0,1,True,False,False,es,[],13,Afternoon
Boqueroni@mastodon.social,1185988,115061199695238599,2025-08-20 12:56:15.433000+00:00,15,6,2,False,False,True,es,[],12,Afternoon
Boqueroni@mastodon.social,1185988,115059848866939266,2025-08-20 07:12:43.426000+00:00,1,0,1,True,False,False,es,[],7,Morning
Boqueroni@mastodon.social,1185988,115059828258450713,2025-08-20 07:07:28.973000+00:00,10,3,1,False,False,True,es,[],7,Morning
Boqueroni@mastodon.social,1185988,115059819922643040,2025-08-20 07:05:21.771000+00:00,1,0,1,True,False,False,fr,[],7,Morning
Boqueroni@mastodon.social,1185988,115059816930644332,2025-08-20 07:04:36.118000+00:00,1,0,1,True,False,False,fr,[],7,Morning
Boqueroni@mastodon.social,1185988,115059810955392850,2025-08-20 07:03:04.949000+00:00,1,0,0,True,False,False,ru,[],7,Morning
Boqueroni@mastodon.social,1185988,115059770392547158,2025-08-20 06:52:46.026000+00:00,1,0,0,True,False,False,es,[],6,Morning
Boqueroni@mastodon.social,1185988,115059751932451884,2025-08-20 06:48:04.327000+00:00,12,0,4,False,False,True,es,[],6,Morning
Boqueroni@mastodon.social,1185988,115059741136813280,2025-08-20 06:45:19.592000+00:00,1,0,0,True,False,False,gl,[],6,Morning
Boqueroni@mastodon.social,1185988,115059701434152617,2025-08-20 06:35:13.781000+00:00,0,0,0,True,False,False,es,[],6,Morning
Boqueroni@mastodon.social,1185988,115059694663410772,2025-08-20 06:33:30.468000+00:00,1,0,1,True,False,False,es,[],6,Morning
Boqueroni@mastodon.social,1185988,115059692760540941,2025-08-20 06:33:01.431000+00:00,1,0,1,True,False,False,pt,[],6,Morning
Boqueroni@mastodon.social,1185988,115057496556565839,2025-08-19 21:14:30.018000+00:00,1,0,0,True,False,False,es,[],21,Evening
Boqueroni@mastodon.social,1185988,115057493779011062,2025-08-19 21:13:47.646000+00:00,1,0,0,True,False,False,es,[],21,Evening
Boqueroni@mastodon.social,1185988,115057284973987925,2025-08-19 20:20:41.526000+00:00,1,0,2,True,False,False,pt,[],20,Evening
Boqueroni@mastodon.social,1185988,115057254096835093,2025-08-19 20:12:50.376000+00:00,0,0,0,True,False,False,es,[],20,Evening
Boqueroni@mastodon.social,1185988,115057101796708628,2025-08-19 19:34:06.464000+00:00,1,0,0,True,False,False,es,[],19,Evening
Boqueroni@mastodon.social,1185988,115057069865194831,2025-08-19 19:25:59.231000+00:00,1,0,0,True,False,False,es,[],19,Evening
Boqueroni@mastodon.social,1185988,115057039985597822,2025-08-19 19:18:23.298000+00:00,22,5,5,False,False,True,es,[],19,Evening
Boqueroni@mastodon.social,1185988,115057033452946571,2025-08-19 19:16:43.619000+00:00,1,0,1,True,False,False,es,[],19,Evening
Boqueroni@mastodon.social,1185988,115056931032550735,2025-08-19 18:50:40.814000+00:00,1,0,1,True,False,False,es,[],18,Evening
Boqueroni@mastodon.social,1185988,115056797313094612,2025-08-19 18:16:40.406000+00:00,15,0,1,False,False,True,es,[],18,Evening
Boqueroni@mastodon.social,1185988,115056509337749516,2025-08-19 17:03:26.255000+00:00,1,0,0,True,False,False,es,[],17,Afternoon
Boqueroni@mastodon.social,1185988,115056256622132573,2025-08-19 15:59:10.123000+00:00,12,0,1,False,False,True,es,[],15,Afternoon
Boqueroni@mastodon.social,1185988,115056211100434307,2025-08-19 15:47:35.513000+00:00,8,0,0,False,False,True,es,[],15,Afternoon
Boqueroni@mastodon.social,1185988,115056152167793480,2025-08-19 15:32:36.274000+00:00,0,0,0,True,False,False,ast,[],15,Afternoon
Boqueroni@mastodon.social,1185988,115056030677129200,2025-08-19 15:01:42.475000+00:00,9,0,0,False,False,True,es,[],15,Afternoon
Boqueroni@mastodon.social,1185988,115056015555502618,2025-08-19 14:57:51.736000+00:00,1,0,1,True,False,False,es,[],14,Afternoon
Boqueroni@mastodon.social,1185988,115055822501816671,2025-08-19 14:08:45.973000+00:00,1,0,0,True,False,False,es,[],14,Afternoon
Boqueroni@mastodon.social,1185988,115055820878246486,2025-08-19 14:08:21.200000+00:00,0,0,0,True,False,False,es,[],14,Afternoon
Boqueroni@mastodon.social,1185988,115055748046071160,2025-08-19 13:49:49.873000+00:00,1,0,1,True,False,False,es,[],13,Afternoon
Boqueroni@mastodon.social,1185988,115055655236483567,2025-08-19 13:26:13.705000+00:00,1,0,1,True,False,False,es,[],13,Afternoon
Boqueroni@mastodon.social,1185988,115055649252667097,2025-08-19 13:24:42.398000+00:00,1,0,0,True,False,False,es,[],13,Afternoon
Boqueroni@mastodon.social,1185988,115055641801876592,2025-08-19 13:22:48.708000+00:00,1,0,1,True,False,False,es,[],13,Afternoon
Boqueroni@mastodon.social,1185988,115055639956414798,2025-08-19 13:22:20.547000+00:00,14,0,1,False,False,True,es,[],13,Afternoon
Boqueroni@mastodon.social,1185988,115055588560696488,2025-08-19 13:09:16.313000+00:00,1,0,1,True,False,False,es,[],13,Afternoon
Boqueroni@mastodon.social,1185988,115055226455236354,2025-08-19 11:37:11.059000+00:00,1,0,1,True,False,False,es,[],11,Morning
Boqueroni@mastodon.social,1185988,115055223413347695,2025-08-19 11:36:24.606000+00:00,1,0,1,True,False,False,es,[],11,Morning
Boqueroni@mastodon.social,1185988,115055211076899678,2025-08-19 11:33:16.367000+00:00,1,0,1,True,False,False,es,[],11,Morning
Boqueroni@mastodon.social,1185988,115055128874456628,2025-08-19 11:12:22.072000+00:00,19,3,2,False,False,True,es,[],11,Morning
Boqueroni@mastodon.social,1185988,115055108304389729,2025-08-19 11:07:08.182000+00:00,0,0,0,True,False,False,es,[],11,Morning
Boqueroni@mastodon.social,1185988,115054984526184710,2025-08-19 10:35:39.477000+00:00,13,4,1,False,False,True,es,[],10,Morning
Boqueroni@mastodon.social,1185988,115054924239888399,2025-08-19 10:20:19.578000+00:00,0,0,0,True,False,False,es,[],10,Morning
Boqueroni@mastodon.social,1185988,115054922374160539,2025-08-19 10:19:51.112000+00:00,1,0,0,True,False,False,es,[],10,Morning
Boqueroni@mastodon.social,1185988,115054718571028513,2025-08-19 09:28:01.321000+00:00,14,2,0,False,False,True,es,[],9,Morning
Boqueroni@mastodon.social,1185988,115054681900206482,2025-08-19 09:18:41.770000+00:00,24,3,3,False,False,True,es,[],9,Morning
Boqueroni@mastodon.social,1185988,115054426901226879,2025-08-19 08:13:50.794000+00:00,0,0,0,True,False,False,es,[],8,Morning
Boqueroni@mastodon.social,1185988,115054377247893759,2025-08-19 08:01:13.145000+00:00,12,2,1,False,False,True,es,[],8,Morning
Boqueroni@mastodon.social,1185988,115054331399771222,2025-08-19 07:49:33.560000+00:00,8,1,0,False,False,True,es,[],7,Morning
Boqueroni@mastodon.social,1185988,115054322905278233,2025-08-19 07:47:23.949000+00:00,1,0,0,True,False,False,ca,[],7,Morning
Boqueroni@mastodon.social,1185988,115054286359794884,2025-08-19 07:38:06.303000+00:00,0,0,0,True,False,False,es,[],7,Morning
Boqueroni@mastodon.social,1185988,115054276599116015,2025-08-19 07:35:37.366000+00:00,1,0,0,True,False,False,es,[],7,Morning
Boqueroni@mastodon.social,1185988,115054265381467896,2025-08-19 07:32:46.199000+00:00,1,0,0,True,False,False,es,[],7,Morning
Boqueroni@mastodon.social,1185988,115054263687317892,2025-08-19 07:32:20.348000+00:00,0,0,0,True,False,False,es,[],7,Morning
Boqueroni@mastodon.social,1185988,115054260725439548,2025-08-19 07:31:35.153000+00:00,1,0,0,True,False,False,fr,[],7,Morning
Boqueroni@mastodon.social,1185988,115054148478439720,2025-08-19 07:03:02.404000+00:00,16,2,7,False,False,True,es,[],7,Morning
Boqueroni@mastodon.social,1185988,115054146017497688,2025-08-19 07:02:24.852000+00:00,2,0,0,True,False,False,es,[],7,Morning
Boqueroni@mastodon.social,1185988,115054143835422431,2025-08-19 07:01:51.562000+00:00,1,0,1,True,False,False,fr,[],7,Morning
Boqueroni@mastodon.social,1185988,115054136297810614,2025-08-19 06:59:56.540000+00:00,1,0,1,True,False,False,es,[],6,Morning
Boqueroni@mastodon.social,1185988,115054128820927625,2025-08-19 06:58:02.451000+00:00,1,0,1,True,False,False,ru,[],6,Morning
Boqueroni@mastodon.social,1185988,115054125364722739,2025-08-19 06:57:09.713000+00:00,1,0,1,True,False,False,es,[],6,Morning
Boqueroni@mastodon.social,1185988,115054102997478170,2025-08-19 06:51:28.416000+00:00,1,0,1,True,False,False,pt,[],6,Morning
Boqueroni@mastodon.social,1185988,115051638194840364,2025-08-18 20:24:38.514000+00:00,1,0,0,True,False,False,es,[],20,Evening
Boqueroni@mastodon.social,1185988,115051544021764370,2025-08-18 20:00:41.547000+00:00,1,0,0,True,False,False,es,[],20,Evening
Boqueroni@mastodon.social,1185988,115051487228140921,2025-08-18 19:46:14.942000+00:00,1,0,2,True,False,False,pt,[],19,Evening
Boqueroni@mastodon.social,1185988,115051396098776288,2025-08-18 19:23:04.423000+00:00,1,0,0,True,False,False,es,[],19,Evening
Boqueroni@mastodon.social,1185988,115051386753855668,2025-08-18 19:20:41.828000+00:00,1,0,0,True,False,False,es,[],19,Evening
Boqueroni@mastodon.social,1185988,115051380104444035,2025-08-18 19:19:00.364000+00:00,1,0,0,True,False,False,es,[],19,Evening
Boqueroni@mastodon.social,1185988,115051361138809597,2025-08-18 19:14:10.972000+00:00,23,6,3,False,False,True,es,[],19,Evening
Boqueroni@mastodon.social,1185988,115051123249131562,2025-08-18 18:13:41.066000+00:00,1,0,0,False,False,False,es,[],18,Evening
Boqueroni@mastodon.social,1185988,115051087113780701,2025-08-18 18:04:29.683000+00:00,15,1,0,False,False,True,es,[],18,Evening
Boqueroni@mastodon.social,1185988,115050850489395082,2025-08-18 17:04:19.087000+00:00,1,0,0,True,False,False,es,[],17,Afternoon
Boqueroni@mastodon.social,1185988,115050784637145410,2025-08-18 16:47:34.255000+00:00,1,0,1,True,False,False,es,[],16,Afternoon
Boqueroni@mastodon.social,1185988,115050549912043466,2025-08-18 15:47:52.638000+00:00,12,1,0,False,False,True,es,[],15,Afternoon
Boqueroni@mastodon.social,1185988,115050476693774025,2025-08-18 15:29:15.413000+00:00,1,0,1,True,False,False,pt,[],15,Afternoon
Boqueroni@mastodon.social,1185988,115050460632966214,2025-08-18 15:25:10.342000+00:00,15,1,1,False,False,True,es,[],15,Afternoon
Boqueroni@mastodon.social,1185988,115050414792830645,2025-08-18 15:13:30.876000+00:00,11,0,1,False,False,True,es,[],15,Afternoon
Boqueroni@mastodon.social,1185988,115050389211750154,2025-08-18 15:07:00.542000+00:00,11,1,0,False,False,True,es,[],15,Afternoon
Boqueroni@mastodon.social,1185988,115050316697242212,2025-08-18 14:48:34.062000+00:00,1,0,1,True,False,False,es,[],14,Afternoon
Boqueroni@mastodon.social,1185988,115050264450225304,2025-08-18 14:35:16.832000+00:00,13,0,2,False,False,True,es,[],14,Afternoon
Boqueroni@mastodon.social,1185988,115050240057567297,2025-08-18 14:29:04.645000+00:00,12,2,0,False,False,True,es,[],14,Afternoon
Boqueroni@mastodon.social,1185988,115050190175063412,2025-08-18 14:16:23.485000+00:00,1,0,1,True,False,False,es,[],14,Afternoon
Boqueroni@mastodon.social,1185988,115050188523506581,2025-08-18 14:15:58.285000+00:00,1,0,0,True,False,False,es,[],14,Afternoon
Boqueroni@mastodon.social,1185988,115049804131611057,2025-08-18 12:38:12.929000+00:00,2,0,0,True,False,False,es,[],12,Afternoon
Boqueroni@mastodon.social,1185988,115049787801240766,2025-08-18 12:34:03.747000+00:00,14,0,1,False,False,True,es,[],12,Afternoon
Boqueroni@mastodon.social,1185988,115049755861049041,2025-08-18 12:25:56.376000+00:00,1,0,0,True,False,False,es,[],12,Afternoon
Boqueroni@mastodon.social,1185988,115049450146507629,2025-08-18 11:08:11.545000+00:00,10,0,1,False,False,True,es,[],11,Morning
Boqueroni@mastodon.social,1185988,115049389727079401,2025-08-18 10:52:49.616000+00:00,1,0,0,True,False,False,es,[],10,Morning
Boqueroni@mastodon.social,1185988,115049131629158783,2025-08-18 09:47:11.364000+00:00,0,0,0,True,False,False,es,[],9,Morning
Boqueroni@mastodon.social,1185988,115048992142638627,2025-08-18 09:11:42.965000+00:00,10,1,1,False,False,True,es,[],9,Morning
Boqueroni@mastodon.social,1185988,115048957585664322,2025-08-18 09:02:55.664000+00:00,8,0,1,False,False,True,es,[],9,Morning
Boqueroni@mastodon.social,1185988,115048924867390234,2025-08-18 08:54:36.421000+00:00,1,0,0,True,False,False,es,[],8,Morning
Boqueroni@mastodon.social,1185988,115048887823990284,2025-08-18 08:45:11.184000+00:00,1,0,1,True,False,False,es,[],8,Morning
Boqueroni@mastodon.social,1185988,115048885653555779,2025-08-18 08:44:38.073000+00:00,1,0,0,True,False,False,ca,[],8,Morning
Boqueroni@mastodon.social,1185988,115048878114562697,2025-08-18 08:42:43.031000+00:00,11,0,1,False,False,True,es,[],8,Morning
Boqueroni@mastodon.social,1185988,115048843326180529,2025-08-18 08:33:52.202000+00:00,1,0,0,True,False,False,es,[],8,Morning
Boqueroni@mastodon.social,1185988,115048677794507559,2025-08-18 07:51:46.386000+00:00,16,0,3,False,False,True,es,[],7,Morning
Boqueroni@mastodon.social,1185988,115048594621458052,2025-08-18 07:30:37.270000+00:00,13,1,1,False,False,True,es,[],7,Morning
Boqueroni@mastodon.social,1185988,115048582872856901,2025-08-18 07:27:37.999000+00:00,1,0,0,True,False,False,fr,[],7,Morning
Boqueroni@mastodon.social,1185988,115048581570871033,2025-08-18 07:27:18.133000+00:00,1,0,0,True,False,False,gl,[],7,Morning
Boqueroni@mastodon.social,1185988,115048563956507694,2025-08-18 07:22:49.358000+00:00,1,0,0,True,False,False,es,[],7,Morning
Boqueroni@mastodon.social,1185988,115048561937390006,2025-08-18 07:22:18.549000+00:00,1,0,1,True,False,False,ru,[],7,Morning
Boqueroni@mastodon.social,1185988,115048560442310501,2025-08-18 07:21:55.736000+00:00,1,0,0,True,False,False,ca,[],7,Morning
Boqueroni@mastodon.social,1185988,115048474419875318,2025-08-18 07:00:03.136000+00:00,0,0,0,True,False,False,fr,[],7,Morning
Boqueroni@mastodon.social,1185988,115048472436150033,2025-08-18 06:59:32.867000+00:00,1,0,0,True,False,False,gl,[],6,Morning
Boqueroni@mastodon.social,1185988,115048466826695081,2025-08-18 06:58:07.275000+00:00,11,0,6,False,False,True,es,[],6,Morning
Boqueroni@mastodon.social,1185988,115048462634266671,2025-08-18 06:57:03.305000+00:00,1,0,1,True,False,False,es,[],6,Morning
Boqueroni@mastodon.social,1185988,115048447619283570,2025-08-18 06:53:14.192000+00:00,1,0,0,True,False,False,es,[],6,Morning
Boqueroni@mastodon.social,1185988,115048445511556990,2025-08-18 06:52:42.036000+00:00,1,0,1,True,False,False,pt,[],6,Morning
Boqueroni@mastodon.social,1185988,115046073899688756,2025-08-17 20:49:34.107000+00:00,1,0,2,True,False,False,pt,[],20,Evening
Boqueroni@mastodon.social,1185988,115045785306950921,2025-08-17 19:36:10.530000+00:00,0,0,0,True,False,False,es,[],19,Evening
Boqueroni@mastodon.social,1185988,115045623436955606,2025-08-17 18:55:00.591000+00:00,18,1,2,False,False,True,es,[],18,Evening
Boqueroni@mastodon.social,1185988,115044971617954147,2025-08-17 16:09:14.626000+00:00,12,2,1,False,False,True,es,[],16,Afternoon
Boqueroni@mastodon.social,1185988,115044962073956047,2025-08-17 16:06:48.999000+00:00,1,0,0,True,False,False,es,[],16,Afternoon
Boqueroni@mastodon.social,1185988,115044678034968132,2025-08-17 14:54:34.904000+00:00,6,0,1,False,False,True,es,[],14,Afternoon
Boqueroni@mastodon.social,1185988,115044624949314646,2025-08-17 14:41:04.878000+00:00,0,0,0,True,False,False,es,[],14,Afternoon
Boqueroni@mastodon.social,1185988,115044304627526808,2025-08-17 13:19:37.155000+00:00,1,0,1,True,False,False,es,[],13,Afternoon
Boqueroni@mastodon.social,1185988,115044302451668279,2025-08-17 13:19:03.959000+00:00,11,2,1,False,False,True,es,[],13,Afternoon
Boqueroni@mastodon.social,1185988,115044299729665197,2025-08-17 13:18:22.419000+00:00,1,0,1,True,False,False,es,[],13,Afternoon
Boqueroni@mastodon.social,1185988,115043748661825114,2025-08-17 10:58:13.791000+00:00,14,5,0,False,False,True,es,[],10,Morning
Boqueroni@mastodon.social,1185988,115043617306707871,2025-08-17 10:24:49.473000+00:00,1,0,0,True,False,False,es,[],10,Morning
Boqueroni@mastodon.social,1185988,115043588726880092,2025-08-17 10:17:33.378000+00:00,23,3,3,False,False,True,es,[],10,Morning
Boqueroni@mastodon.social,1185988,115043559057335017,2025-08-17 10:10:00.657000+00:00,12,0,0,False,False,True,es,[],10,Morning
Boqueroni@mastodon.social,1185988,115043543722214760,2025-08-17 10:06:06.661000+00:00,1,0,0,True,False,False,ca,[],10,Morning
Boqueroni@mastodon.social,1185988,115043536358240536,2025-08-17 10:04:14.297000+00:00,1,0,0,True,False,False,es,[],10,Morning
Boqueroni@mastodon.social,1185988,115043401891196593,2025-08-17 09:30:02.494000+00:00,13,1,1,False,False,True,es,[],9,Morning
Boqueroni@mastodon.social,1185988,115043345127113299,2025-08-17 09:15:36.342000+00:00,1,0,0,True,False,False,es,[],9,Morning
Boqueroni@mastodon.social,1185988,115043178252522733,2025-08-17 08:33:10.039000+00:00,10,0,0,False,False,True,es,[],8,Morning
Boqueroni@mastodon.social,1185988,115043030192881726,2025-08-17 07:55:30.827000+00:00,1,0,0,True,False,False,fr,[],7,Morning
Boqueroni@mastodon.social,1185988,115043000811699932,2025-08-17 07:48:02.504000+00:00,16,2,0,False,False,True,es,[],7,Morning
Boqueroni@mastodon.social,1185988,115042965744021273,2025-08-17 07:39:07.413000+00:00,1,0,1,True,False,False,es,[],7,Morning
Boqueroni@mastodon.social,1185988,115042961695157527,2025-08-17 07:38:05.632000+00:00,1,0,0,True,False,False,en,[],7,Morning
Boqueroni@mastodon.social,1185988,115042849135729007,2025-08-17 07:09:28.113000+00:00,1,0,0,True,False,False,fr,[],7,Morning
Boqueroni@mastodon.social,1185988,115042843309962146,2025-08-17 07:07:59.217000+00:00,1,0,0,True,False,False,es,[],7,Morning
Boqueroni@mastodon.social,1185988,115042838089081628,2025-08-17 07:06:39.555000+00:00,1,0,0,True,False,False,es,[],7,Morning
Boqueroni@mastodon.social,1185988,115042802003869587,2025-08-17 06:57:28.938000+00:00,24,7,7,False,False,True,es,[],6,Morning
Boqueroni@mastodon.social,1185988,115042786169072465,2025-08-17 06:53:27.318000+00:00,1,0,1,True,False,False,ru,[],6,Morning
Boqueroni@mastodon.social,1185988,115042776262702886,2025-08-17 06:50:56.158000+00:00,1,0,0,True,False,False,es,[],6,Morning
Boqueroni@mastodon.social,1185988,115042774475848767,2025-08-17 06:50:28.894000+00:00,1,0,0,True,False,False,es,[],6,Morning
Boqueroni@mastodon.social,1185988,115042772404458811,2025-08-17 06:49:57.287000+00:00,1,0,1,True,False,False,pt,[],6,Morning
Boqueroni@mastodon.social,1185988,115040429766515414,2025-08-16 20:54:11.469000+00:00,1,0,2,True,False,False,pt,[],20,Evening
Boqueroni@mastodon.social,1185988,115040102337600178,2025-08-16 19:30:55.301000+00:00,1,0,0,True,False,False,es,[],19,Evening
Boqueroni@mastodon.social,1185988,115040015766625673,2025-08-16 19:08:54.385000+00:00,15,3,2,False,False,True,es,[],19,Evening
Boqueroni@mastodon.social,1185988,115039994558952063,2025-08-16 19:03:30.730000+00:00,0,0,0,True,False,False,ca,[],19,Evening
Boqueroni@mastodon.social,1185988,115039695680043972,2025-08-16 17:47:30.198000+00:00,16,2,1,False,False,True,es,[],17,Afternoon
Boqueroni@mastodon.social,1185988,115039633182802962,2025-08-16 17:31:36.567000+00:00,0,0,0,True,False,False,ca,[],17,Afternoon
Boqueroni@mastodon.social,1185988,115039565315057244,2025-08-16 17:14:20.997000+00:00,1,0,0,True,False,False,es,[],17,Afternoon
Boqueroni@mastodon.social,1185988,115039563796688932,2025-08-16 17:13:57.818000+00:00,1,0,1,True,False,False,ca,[],17,Afternoon
Boqueroni@mastodon.social,1185988,115039128026743590,2025-08-16 15:23:08.496000+00:00,8,0,0,False,False,True,es,[],15,Afternoon
Boqueroni@mastodon.social,1185988,115039037892119840,2025-08-16 15:00:13.156000+00:00,10,0,0,False,False,True,es,[],15,Afternoon
